conn_#	host_a	host_b	port_a	port_b	first_packet	last_packet	total_packets_a2b	total_packets_b2a	resets_sent_a2b	resets_sent_b2a	ack_pkts_sent_a2b	ack_pkts_sent_b2a	pure_acks_sent_a2b	pure_acks_sent_b2a	sack_pkts_sent_a2b	sack_pkts_sent_b2a	dsack_pkts_sent_a2b	dsack_pkts_sent_b2a	max_sack_blks/ack_a2b	max_sack_blks/ack_b2a	unique_bytes_sent_a2b	unique_bytes_sent_b2a	actual_data_pkts_a2b	actual_data_pkts_b2a	actual_data_bytes_a2b	actual_data_bytes_b2a	rexmt_data_pkts_a2b	rexmt_data_pkts_b2a	rexmt_data_bytes_a2b	rexmt_data_bytes_b2a	zwnd_probe_pkts_a2b	zwnd_probe_pkts_b2a	zwnd_probe_bytes_a2b	zwnd_probe_bytes_b2a	outoforder_pkts_a2b	outoforder_pkts_b2a	pushed_data_pkts_a2b	pushed_data_pkts_b2a	SYN/FIN_pkts_sent_a2b	SYN/FIN_pkts_sent_b2a	req_1323_ws/ts_a2b	req_1323_ws/ts_b2a	adv_wind_scale_a2b	adv_wind_scale_b2a	req_sack_a2b	req_sack_b2a	sacks_sent_a2b	sacks_sent_b2a	urgent_data_pkts_a2b	urgent_data_pkts_b2a	urgent_data_bytes_a2b	urgent_data_bytes_b2a	mss_requested_a2b	mss_requested_b2a	max_segm_size_a2b	max_segm_size_b2a	min_segm_size_a2b	min_segm_size_b2a	avg_segm_size_a2b	avg_segm_size_b2a	max_win_adv_a2b	max_win_adv_b2a	min_win_adv_a2b	min_win_adv_b2a	zero_win_adv_a2b	zero_win_adv_b2a	avg_win_adv_a2b	avg_win_adv_b2a	initial_window_bytes_a2b	initial_window_bytes_b2a	initial_window_pkts_a2b	initial_window_pkts_b2a	ttl_stream_length_a2b	ttl_stream_length_b2a	missed_data_a2b	missed_data_b2a	truncated_data_a2b	truncated_data_b2a	truncated_packets_a2b	truncated_packets_b2a	data_xmit_time_a2b	data_xmit_time_b2a	idletime_max_a2b	idletime_max_b2a	hardware_dups_a2b	hardware_dups_b2a	throughput_a2b	throughput_b2a	RTT_samples_a2b	RTT_samples_b2a	RTT_min_a2b	RTT_min_b2a	RTT_max_a2b	RTT_max_b2a	RTT_avg_a2b	RTT_avg_b2a	RTT_stdev_a2b	RTT_stdev_b2a	RTT_from_3WHS_a2b	RTT_from_3WHS_b2a	RTT_full_sz_smpls_a2b	RTT_full_sz_smpls_b2a	RTT_full_sz_min_a2b	RTT_full_sz_min_b2a	RTT_full_sz_max_a2b	RTT_full_sz_max_b2a	RTT_full_sz_avg_a2b	RTT_full_sz_avg_b2a	RTT full_sz_stdev_a2b	RTT_full_sz_stdev_b2a	post-loss_acks_a2b	post-loss_acks_b2a	ambiguous_acks_a2b	ambiguous_acks_b2a	RTT_min_(last)_a2b	RTT_min_(last)_b2a	RTT_max_(last)_a2b	RTT_max_(last)_b2a	RTT_avg_(last)_a2b	RTT_avg_(last)_b2a	RTT_sdv_(last)_a2b	RTT_sdv_(last)_b2a	segs_cum_acked_a2b	segs_cum_acked_b2a	duplicate_acks_a2b	duplicate_acks_b2a	triple_dupacks_a2b	triple_dupacks_b2a	max_#_retrans_a2b	max_#_retrans_b2a	min_retr_time_a2b	min_retr_time_b2a	max_retr_time_a2b	max_retr_time_b2a	avg_retr_time_a2b	avg_retr_time_b2a	sdv_retr_time_a2b	sdv_retr_time_b2a	time_namelookup	time_connect	time_appconnect	time_pretransfer	time_starttransfer	time_total	initcwnd	delay	bandwidth	max_queue_size	request_size
1	10.0.0.1	10.0.0.2	43610	80	1452615323.278099	1452615323.294723	6	4	0	0	5	4	3	1	0	0	0	0	0	0	395	1263	1	1	395	1263	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	1263	395	1263	394	1261	32256	32256	29696	32256	0	0	31232	32256	395	1263	1	1	395	1263	0	0	0	0	0	0	0.000	0.000	10.0	10.1	0	0	23761	75974	3	3	2.6	0.5	9.5	0.6	4.9	0.5	4.0	0.0	2.6	0.6	2	2	2.6	0.6	9.5	0.6	6.1	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.010	3	1	1	1000	1
1	10.0.0.1	10.0.0.2	43616	80	1452615324.746727	1452615324.772043	7	5	0	0	6	5	4	1	0	0	0	0	0	0	395	2287	1	2	395	2287	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	1448	395	839	394	1142	35328	32256	29696	32256	0	0	32938	32256	395	1448	1	1	395	2287	0	0	0	0	0	0	0.000	0.012	11.6	11.6	0	0	15603	90338	3	4	2.6	0.5	6.6	0.6	3.9	0.5	2.3	0.0	2.7	0.6	2	2	2.7	0.6	6.6	0.6	4.6	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.021	3	1	1	1000	2
1	10.0.0.1	10.0.0.2	43622	80	1452615326.220434	1452615326.262597	8	6	0	0	7	6	5	1	0	0	0	0	0	0	395	4336	1	3	395	4336	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	1448	395	1440	394	1444	37888	32256	29696	32256	0	0	34377	32256	395	1448	1	1	395	4336	0	0	0	0	0	0	0.000	0.024	12.2	12.2	0	0	9368	102839	3	5	2.6	0.5	11.4	0.6	5.5	0.5	5.1	0.0	2.6	0.5	2	2	2.6	0.5	11.4	0.6	7.0	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.033	3	1	1	1000	4
1	10.0.0.1	10.0.0.2	43628	80	1452615327.693179	1452615327.769724	10	8	0	0	9	8	7	1	0	0	0	0	0	0	395	8432	1	5	395	8432	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	2896	395	1192	394	1686	46592	32256	29696	32256	0	0	38741	32256	395	1448	1	1	395	8432	0	0	0	0	0	0	0.000	0.060	24.2	24.3	0	0	5160	110157	3	7	2.6	0.5	9.4	0.6	4.9	0.5	3.9	0.0	2.6	0.6	2	2	2.6	0.6	9.4	0.6	6.0	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.070	3	1	1	1000	8
1	10.0.0.1	10.0.0.2	43634	80	1452615329.213504	1452615329.358814	14	12	0	0	13	12	11	1	0	0	0	0	0	0	396	16625	1	9	396	16625	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	2896	396	697	395	1847	64000	32256	29696	32256	0	0	47222	32256	396	1448	1	1	396	16625	0	0	0	0	0	0	0.000	0.133	24.3	24.3	0	0	2725	114411	3	11	2.6	0.5	5.6	0.6	3.6	0.5	1.7	0.0	2.6	0.6	2	2	2.6	0.6	5.6	0.6	4.1	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.142	3	1	1	1000	16
1	10.0.0.1	10.0.0.2	43644	80	1452615330.808652	1452615331.90863	19	17	0	0	18	17	16	1	0	0	0	0	0	0	396	33009	1	14	396	33009	0	0	0	0	0	0	0	0	0	0	1	2	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	2896	396	1448	395	2357	95232	32256	29696	32256	0	0	61639	32256	396	1448	1	1	396	33009	0	0	0	0	0	0	0.000	0.254	24.3	24.3	0	0	1403	116966	3	16	2.6	0.5	21.3	0.6	8.8	0.5	10.7	0.0	2.7	0.6	2	2	2.7	0.5	21.3	0.6	12.0	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.264	3	1	1	1000	32
1	10.0.0.1	10.0.0.2	43654	80	1452615332.447888	1452615333.4856	32	30	0	0	31	30	29	1	0	0	0	0	0	0	396	65778	1	27	396	65778	0	0	0	0	0	0	0	0	0	0	1	3	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	2896	396	618	395	2436	162816	32256	29696	32256	0	0	94488	32256	396	1448	1	1	396	65778	0	0	0	0	0	0	0.000	0.544	24.3	24.3	0	0	711	118100	3	29	2.6	0.5	5.5	0.6	3.6	0.5	1.7	0.0	2.6	0.5	2	2	2.6	0.5	5.5	0.5	4.1	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.554	3	1	1	1000	64
1	10.0.0.1	10.0.0.2	43660	80	1452615334.472384	1452615335.578180	53	51	0	0	52	51	50	1	0	0	0	0	0	0	397	131315	1	48	397	131315	0	0	0	0	0	0	0	0	0	0	1	4	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	2896	397	1448	396	2735	184832	32256	29696	32256	0	0	133238	32256	397	1448	1	1	397	131315	0	0	0	0	0	0	0.000	1.078	24.8	24.8	0	0	359	118752	3	50	2.6	0.5	20.7	0.6	8.6	0.5	10.4	0.0	2.6	0.6	2	2	2.6	0.5	20.7	0.6	11.7	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.007	0.010	1.088	3	1	1	1000	128
1	10.0.0.1	10.0.0.2	43670	80	1452615337.19685	1452615339.223793	99	98	0	0	98	98	96	1	0	0	0	0	0	0	397	262387	1	95	397	262387	0	0	0	0	0	0	0	0	0	0	1	4	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	2896	397	299	396	2761	278016	32256	29696	32256	0	0	193734	32256	397	1448	1	1	397	262387	0	0	0	0	0	0	0.000	2.194	36.3	25.4	0	0	180	119045	3	96	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.6	2	2	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	2.204	3	1	1	1000	256
1	10.0.0.1	10.0.0.2	43680	80	1452615340.687580	1452615345.84781	188	191	0	0	187	191	185	1	0	0	0	0	0	0	397	524531	1	188	397	524531	0	0	0	0	0	0	0	0	0	0	1	5	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	2896	397	1448	396	2790	254976	32256	29696	32256	0	0	219628	32256	397	1448	1	1	397	524531	0	0	0	0	0	0	0.000	4.375	36.4	25.5	0	0	90	119287	3	185	2.6	0.5	14.9	0.6	6.7	0.5	7.1	0.0	2.6	0.6	2	2	2.6	0.6	14.9	0.6	8.7	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	5	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	4.385	3	1	1	1000	512
1	10.0.0.1	10.0.0.2	43690	80	1452615346.516898	1452615355.299458	366	376	0	0	365	376	363	1	0	0	0	0	0	0	398	1048821	1	373	398	1048821	0	0	0	0	0	0	0	0	0	0	1	7	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	2896	398	1448	397	2811	473088	32256	29696	32256	0	0	269415	32256	398	1448	1	1	398	1048821	0	0	0	0	0	0	0.000	8.760	36.4	25.5	0	0	45	119421	3	363	2.6	0.5	15.7	0.6	7.0	0.5	7.6	0.0	2.6	0.5	2	2	2.6	0.5	15.7	0.6	9.2	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	12	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.007	0.010	8.769	3	1	1	1000	1024
1	10.0.0.1	10.0.0.2	43696	80	1452615356.754187	1452615374.308093	728	747	0	0	727	747	725	1	0	0	0	0	0	0	398	2097397	1	744	398	2097397	0	0	0	0	0	0	0	0	0	0	1	11	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	2896	398	693	397	2819	1500160	32256	29696	32256	0	0	588370	32256	398	1448	1	1	398	2097397	0	0	0	0	0	0	0.000	17.541	37.1	25.4	0	0	23	119483	3	725	2.6	0.5	5.4	0.6	3.6	0.5	1.6	0.0	2.6	0.6	2	2	2.6	0.5	5.4	0.6	4.0	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	21	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	17.551	3	1	1	1000	2048
1	10.0.0.1	10.0.0.2	43702	80	1452615375.765963	1452615410.861714	1453	1486	0	0	1452	1486	1450	1	0	0	0	0	0	0	398	4194549	1	1483	398	4194549	0	0	0	0	0	0	0	0	0	0	1	13	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	2896	398	1141	397	2828	3753472	32256	29696	32256	0	0	1538826	32256	398	1448	1	1	398	4194549	0	0	0	0	0	0	0.000	35.080	37.0	25.4	0	0	11	119517	3	1450	2.6	0.5	9.0	0.6	4.8	0.5	3.7	0.0	2.6	0.6	2	2	2.6	0.5	9.0	0.6	5.8	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	35	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	35.089	3	1	1	1000	4096
1	10.0.0.1	10.0.0.2	43716	80	1452615412.298452	1452615482.484421	2393	2966	0	0	2392	2966	2390	1	0	0	0	0	0	0	398	8388853	1	2963	398	8388853	0	0	0	0	0	0	0	0	0	0	1	16	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	2896	398	1448	397	2831	6996992	32256	29696	32256	0	0	3132402	32256	398	1448	1	1	398	8388853	0	0	0	0	0	0	0.000	70.162	15067.4	28.9	0	0	6	119523	3	2390	2.6	0.5	16.7	2955.9	7.3	78.4	8.1	384.9	2.7	0.6	2	2	2.7	0.6	16.7	0.6	9.7	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	575	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	70.172	3	1	1	1000	8192
1	10.0.0.1	10.0.0.2	43750	80	1452615483.932371	1452615624.293151	4732	6200	0	0	4731	6200	4729	2	0	0	0	0	0	0	399	16777463	1	6196	399	16777463	0	0	0	0	0	0	0	0	0	0	1	18	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	399	2896	399	1448	398	2707	8084480	32256	29696	32256	0	0	5279582	32256	399	1448	1	1	399	16777463	0	0	0	0	0	0	0.000	140.334	18107.5	30.2	0	0	3	119531	3	4729	2.6	0.5	20.0	2943.8	8.4	43.2	10.0	275.2	2.6	0.6	2	2	2.6	0.5	20.0	0.6	11.3	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1469	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	140.344	3	1	1	1000	16384
1	10.0.0.1	10.0.0.2	43790	80	1452615625.730921	1452615625.741842	6	4	0	0	5	4	3	1	0	0	0	0	0	0	395	1263	1	1	395	1263	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	1263	395	1263	394	1261	32256	32256	29696	32256	0	0	31232	32256	395	1263	1	1	395	1263	0	0	0	0	0	0	0.000	0.000	4.4	4.5	0	0	36169	115649	3	3	2.6	0.5	3.9	0.5	3.0	0.5	0.7	0.0	2.6	0.5	2	2	2.6	0.5	3.9	0.5	3.3	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.010	3	1	2	1000	1
1	10.0.0.1	10.0.0.2	43796	80	1452615627.191598	1452615627.206886	7	5	0	0	6	5	4	1	0	0	0	0	0	0	395	2287	1	2	395	2287	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	1448	395	839	394	1142	35328	32256	29696	32256	0	0	32938	32256	395	1448	1	1	395	2287	0	0	0	0	0	0	0.000	0.005	5.3	5.2	0	0	25837	149594	3	4	2.6	0.5	3.0	0.5	2.8	0.5	0.2	0.0	2.7	0.5	2	2	2.7	0.5	3.0	0.5	2.8	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.015	3	1	2	1000	2
1	10.0.0.1	10.0.0.2	43802	80	1452615628.649723	1452615628.673471	8	6	0	0	7	6	5	1	0	0	0	0	0	0	395	4336	1	3	395	4336	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	1448	395	1440	394	1444	37888	32256	29696	32256	0	0	34377	32256	395	1448	1	1	395	4336	0	0	0	0	0	0	0.000	0.011	6.1	6.1	0	0	16633	182584	3	5	2.6	0.5	5.4	0.6	3.5	0.5	1.6	0.0	2.6	0.5	2	2	2.6	0.5	5.4	0.6	4.0	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.021	3	1	2	1000	4
1	10.0.0.1	10.0.0.2	43808	80	1452615630.100533	1452615630.141853	10	8	0	0	9	8	7	1	0	0	0	0	0	0	395	8432	1	5	395	8432	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	395	2896	395	1192	394	1686	46592	32256	29696	32256	0	0	38741	32256	395	1448	1	1	395	8432	0	0	0	0	0	0	0.000	0.030	12.1	12.1	0	0	9560	204066	3	7	2.6	0.5	4.4	0.6	3.2	0.5	1.0	0.0	2.6	0.6	2	2	2.6	0.5	4.4	0.6	3.5	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.040	3	1	2	1000	8
1	10.0.0.1	10.0.0.2	43814	80	1452615631.590259	1452615631.665837	13	11	0	0	12	11	10	1	0	0	0	0	0	0	396	16625	1	8	396	16625	0	0	0	0	0	0	0	0	0	0	1	1	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	2896	396	697	395	2077	64000	32256	29696	32256	0	0	47274	32256	396	1448	1	1	396	16625	0	0	0	0	0	0	0.000	0.066	12.2	12.2	0	0	5240	219971	3	10	2.6	0.5	2.7	0.6	2.6	0.5	0.0	0.0	2.7	0.5	2	2	2.6	0.5	2.7	0.6	2.6	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.076	3	1	2	1000	16
1	10.0.0.1	10.0.0.2	43820	80	1452615633.125621	1452615633.269944	18	16	0	0	17	16	15	1	0	0	0	0	0	0	396	33009	1	13	396	33009	0	0	0	0	0	0	0	0	0	0	1	2	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	2896	396	1448	395	2538	95232	32256	29696	32256	0	0	62012	32256	396	1448	1	1	396	33009	0	0	0	0	0	0	0.000	0.126	12.2	12.2	0	0	2744	228716	3	15	2.6	0.5	10.9	0.6	5.4	0.5	4.8	0.0	2.6	0.5	2	2	2.6	0.5	10.9	0.6	6.7	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.136	3	1	2	1000	32
1	10.0.0.1	10.0.0.2	43830	80	1452615634.720041	1452615635.1846	30	28	0	0	29	28	27	1	0	0	0	0	0	0	396	65778	1	25	396	65778	0	0	0	0	0	0	0	0	0	0	1	3	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	396	2896	396	618	395	2631	162816	32256	29696	32256	0	0	96273	32256	396	1448	1	1	396	65778	0	0	0	0	0	0	0.000	0.272	12.5	12.4	0	0	1405	233417	3	27	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.6	2	2	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	0.282	3	1	2	1000	64
1	10.0.0.1	10.0.0.2	43838	80	1452615636.368542	1452615636.923517	52	50	0	0	51	50	49	1	0	0	0	0	0	0	397	131315	1	47	397	131315	0	0	0	0	0	0	0	0	0	0	1	4	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	2896	397	1448	396	2793	184832	32256	29696	32256	0	0	134937	32256	397	1448	1	1	397	131315	0	0	0	0	0	0	0.000	0.538	12.2	12.2	0	0	715	236614	3	49	2.6	0.5	9.6	0.6	5.0	0.5	4.0	0.0	2.7	0.5	2	2	2.7	0.5	9.6	0.6	6.1	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.007	0.010	0.548	3	1	2	1000	128
1	10.0.0.1	10.0.0.2	43844	80	1452615638.294802	1452615639.400566	97	97	0	0	96	97	94	1	0	0	0	0	0	0	397	262387	1	94	397	262387	0	0	0	0	0	0	0	0	0	0	1	4	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	2896	397	299	396	2791	231936	32256	29696	32256	0	0	183578	32256	397	1448	1	1	397	262387	0	0	0	0	0	0	0.000	1.096	18.2	12.7	0	0	359	237290	3	94	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.6	2	2	2.6	0.6	2.6	0.6	2.6	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	2	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	1.106	3	1	2	1000	256
1	10.0.0.1	10.0.0.2	43850	80	1452615640.775775	1452615642.976800	186	189	0	0	185	189	183	1	0	0	0	0	0	0	397	524531	1	186	397	524531	0	0	0	0	0	0	0	0	0	0	1	5	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	397	2896	397	1448	396	2820	278016	32256	29696	32256	0	0	234620	32256	397	1448	1	1	397	524531	0	0	0	0	0	0	0.000	2.187	18.2	12.7	0	0	180	238312	3	183	2.6	0.5	7.1	0.6	4.1	0.5	2.6	0.0	2.6	0.6	2	2	2.6	0.6	7.1	0.6	4.9	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	5	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	2.197	3	1	2	1000	512
1	10.0.0.1	10.0.0.2	43858	80	1452615644.444612	1452615648.838673	363	374	0	0	362	374	360	1	0	0	0	0	0	0	398	1048821	1	371	398	1048821	0	0	0	0	0	0	0	0	0	0	1	7	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	2896	398	1448	397	2827	254976	32256	29696	32256	0	0	238150	32256	398	1448	1	1	398	1048821	0	0	0	0	0	0	0.000	4.379	18.2	12.7	0	0	91	238691	3	360	2.6	0.5	7.5	0.6	4.3	0.5	2.8	0.0	2.7	0.6	2	2	2.7	0.5	7.5	0.6	5.1	0.6	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	13	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.007	0.000	0.007	0.010	4.389	3	1	2	1000	1024
1	10.0.0.1	10.0.0.2	43874	80	1452615650.317638	1452615659.97503	719	745	0	0	718	745	716	1	0	0	0	0	0	0	398	2097397	1	742	398	2097397	0	0	0	0	0	0	0	0	0	0	1	12	1/1	1/1	Y/Y	Y/Y	9	9	Y	Y	0	0	0	0	0	0	1460	1460	398	2896	398	693	397	2826	532992	32256	29696	32256	0	0	276185	32256	398	1448	1	1	398	2097397	0	0	0	0	0	0	0.000	8.770	18.5	12.7	0	0	45	238887	3	716	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	2.6	0.6	2	2	2.6	0.5	2.6	0.6	2.6	0.5	0.0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	28	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000	0.006	0.000	0.006	0.010	8.780	3	1	2	1000	2048
